epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
29,4051.53,1.8683,2.39919,1.09535,0.62173,0.16373,0.21838,0.11097,1.80864,2.50518,1.25022,0.000636762,0.000636762,0.000636762
30,4197.57,1.9906,2.35879,1.1224,0.27003,0.13289,0.11246,0.03206,2.43506,3.38126,1.51351,0.000608468,0.000608468,0.000608468
31,4344.9,1.94258,2.45101,1.10659,0.33873,0.29339,0.23862,0.10884,1.95558,2.83536,1.29428,0.000580174,0.000580174,0.000580174
32,4488.52,1.862,2.27395,1.09816,0.2512,0.17674,0.18048,0.06274,2.15458,3.03746,1.40116,0.00055188,0.00055188,0.00055188
33,4632.43,1.93347,2.37178,1.07964,0.44831,0.19872,0.26513,0.1126,1.8523,2.63335,1.24513,0.000523586,0.000523586,0.000523586
34,4775.9,1.91314,2.36284,1.10429,0.30718,0.27584,0.30118,0.15117,1.75995,2.17665,1.23464,0.000495291,0.000495291,0.000495291
35,4921.7,1.88659,2.37618,1.10566,0.17918,0.25824,0.21405,0.08519,2.0141,2.55339,1.33139,0.000466997,0.000466997,0.000466997
36,5065.66,1.92843,2.3757,1.10528,0.3439,0.31563,0.27618,0.14275,1.82165,2.3869,1.24268,0.000438703,0.000438703,0.000438703
37,5212.55,1.91423,2.40139,1.0899,0.28511,0.28164,0.24325,0.10599,1.88795,2.45732,1.26359,0.000410409,0.000410409,0.000410409
38,5357.19,1.88701,2.28125,1.0968,0.36105,0.28612,0.27648,0.13868,1.80038,2.36032,1.23696,0.000382115,0.000382115,0.000382115
39,5504.58,1.87207,2.30935,1.08205,0.36897,0.28236,0.27339,0.12226,1.7898,2.40101,1.24434,0.00035382,0.00035382,0.00035382
40,5642.42,1.92826,2.36715,1.10868,0.3722,0.24003,0.26087,0.13028,1.76213,2.40519,1.23194,0.000325526,0.000325526,0.000325526
41,5777.97,1.7861,2.35297,1.08709,0.27669,0.27962,0.24685,0.1333,1.78402,2.26848,1.25484,0.000297232,0.000297232,0.000297232
42,5917.18,1.74784,2.25858,1.09488,0.38232,0.24396,0.26606,0.13307,1.74223,2.52467,1.23,0.000268938,0.000268938,0.000268938
43,6056.39,1.77472,2.25892,1.07289,0.36418,0.25387,0.26197,0.10249,1.87124,2.55552,1.28387,0.000240644,0.000240644,0.000240644
44,6194.94,1.74167,2.21272,1.07143,0.34173,0.32275,0.30169,0.1327,1.80599,2.34988,1.24092,0.000212349,0.000212349,0.000212349
45,6331.57,1.67304,2.14115,1.05091,0.37807,0.35694,0.29426,0.12533,1.7982,2.36303,1.25342,0.000184055,0.000184055,0.000184055
46,6467.94,1.68096,2.20417,1.04715,0.35696,0.28805,0.27946,0.11207,1.91252,2.67413,1.29618,0.000155761,0.000155761,0.000155761
47,6604.25,1.67751,2.06631,1.06227,0.27072,0.32144,0.24747,0.10662,1.90491,2.5929,1.29077,0.000127467,0.000127467,0.000127467
48,6741.05,1.65239,2.08806,1.04751,0.29292,0.29078,0.24103,0.09838,2.02239,2.57114,1.33392,9.91726e-05,9.91726e-05,9.91726e-05
49,6877.08,1.67431,2.02608,1.06886,0.36876,0.24196,0.25662,0.11947,1.95113,2.53308,1.30637,7.08784e-05,7.08784e-05,7.08784e-05
