epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
38,3727.25,1.83154,2.08848,1.06051,0.31697,0.28368,0.26977,0.14811,1.71609,2.42504,1.11494,0.000382115,0.000382115,0.000382115
39,3825.49,1.80048,2.0999,1.0529,0.40287,0.18793,0.23463,0.10489,1.90364,2.72981,1.17984,0.00035382,0.00035382,0.00035382
40,3923.32,1.8177,2.09259,1.04533,0.36498,0.33655,0.28087,0.15284,1.65889,2.57813,1.11018,0.000325526,0.000325526,0.000325526
41,4019.82,1.67094,1.99573,1.03807,0.38768,0.35472,0.29363,0.1619,1.62329,2.4047,1.10242,0.000297232,0.000297232,0.000297232
42,4115.62,1.70545,1.99451,1.05518,0.31002,0.38655,0.29392,0.15412,1.68508,2.43662,1.11787,0.000268938,0.000268938,0.000268938
43,4212.11,1.65875,1.98352,1.03008,0.48109,0.30369,0.30698,0.158,1.71952,2.41416,1.13691,0.000240644,0.000240644,0.000240644
44,4309.91,1.67012,1.99169,1.03043,0.38173,0.35521,0.30161,0.1529,1.7635,2.53456,1.12158,0.000212349,0.000212349,0.000212349
45,4408.85,1.64427,1.95472,1.01815,0.379,0.34205,0.31028,0.14998,1.79168,2.4739,1.12764,0.000184055,0.000184055,0.000184055
46,4506.39,1.66897,1.91322,1.01717,0.31988,0.39871,0.29208,0.1425,1.85926,2.46901,1.15801,0.000155761,0.000155761,0.000155761
47,4602.29,1.61939,1.85394,1.01751,0.42844,0.40242,0.31531,0.15331,1.80269,2.65461,1.14404,0.000127467,0.000127467,0.000127467
48,4696.3,1.61918,1.84971,1.01324,0.41162,0.46309,0.31342,0.15771,1.74796,2.62987,1.11677,9.91726e-05,9.91726e-05,9.91726e-05
49,4790.24,1.59132,1.83179,1.00676,0.40595,0.43437,0.30827,0.15402,1.72535,2.57205,1.10784,7.08784e-05,7.08784e-05,7.08784e-05
50,4884.96,1.57875,1.77613,1.00228,0.36534,0.43437,0.28934,0.1579,1.68194,2.53088,1.09649,4.25842e-05,4.25842e-05,4.25842e-05
