epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
15,1609.86,2.1547,2.70448,1.14061,0.18394,0.24527,0.17826,0.08372,1.91342,3.01361,1.11256,0.00103288,0.00103288,0.00103288
16,1717.76,1.99739,2.55877,1.10449,0.22573,0.22823,0.20831,0.10672,1.8465,2.80646,1.12777,0.00100459,0.00100459,0.00100459
17,1825.27,2.06474,2.66525,1.13831,0.2324,0.19607,0.17753,0.09323,1.95793,2.96377,1.12659,0.000976293,0.000976293,0.000976293
18,1932.76,2.07693,2.71503,1.12069,0.29432,0.26648,0.20597,0.10932,1.92271,3.13705,1.14018,0.000947999,0.000947999,0.000947999
19,2040.98,1.99175,2.64754,1.08973,0.27685,0.21347,0.1797,0.06163,2.1502,3.99249,1.22289,0.000919704,0.000919704,0.000919704
20,2149.16,1.93032,2.37934,1.07585,0.2196,0.32357,0.1688,0.06568,2.03716,3.74502,1.20769,0.00089141,0.00089141,0.00089141
21,2256.94,1.95484,2.49802,1.08201,0.25362,0.20108,0.16522,0.06616,2.13748,3.0335,1.2402,0.000863116,0.000863116,0.000863116
22,2364.05,1.92157,2.45768,1.07733,0.38232,0.16941,0.2192,0.09799,1.93808,2.69491,1.14547,0.000834822,0.000834822,0.000834822
23,2472.15,1.89148,2.41466,1.07145,0.2407,0.22394,0.1947,0.08438,1.94345,2.87346,1.14224,0.000806528,0.000806528,0.000806528
24,2578.78,1.93282,2.32801,1.06152,0.31153,0.29505,0.28163,0.14695,1.77116,2.33262,1.116,0.000778233,0.000778233,0.000778233
25,2685.36,2.0068,2.53156,1.08563,0.27383,0.27686,0.21894,0.08273,1.89136,2.78368,1.1488,0.000749939,0.000749939,0.000749939
26,2791.93,1.92218,2.372,1.0713,0.36345,0.24959,0.22956,0.11836,1.77065,2.82807,1.09001,0.000721645,0.000721645,0.000721645
27,2898.11,1.91664,2.32561,1.06652,0.35857,0.27977,0.25449,0.12554,1.81603,2.77942,1.0842,0.000693351,0.000693351,0.000693351
28,3006.18,1.89081,2.34015,1.05511,0.28248,0.25946,0.25019,0.11183,1.85475,2.58996,1.11827,0.000665057,0.000665057,0.000665057
29,3112.53,1.82048,2.31926,1.0486,0.25778,0.20615,0.20738,0.09287,2.01017,2.62357,1.16346,0.000636762,0.000636762,0.000636762
30,3218.81,1.78726,2.24368,1.03802,0.36038,0.27249,0.25243,0.12681,1.89178,2.8954,1.13731,0.000608468,0.000608468,0.000608468
31,3327.94,1.91228,2.37242,1.04758,0.27385,0.25379,0.21221,0.1139,1.84353,2.65688,1.12392,0.000580174,0.000580174,0.000580174
32,3436.32,1.83996,2.36548,1.04539,0.17973,0.24389,0.17663,0.07027,2.23345,2.96436,1.27217,0.00055188,0.00055188,0.00055188
33,3544.94,1.81938,2.27857,1.03878,0.28448,0.25085,0.25161,0.11949,1.83554,2.6809,1.11192,0.000523586,0.000523586,0.000523586
34,3653.67,1.85133,2.27766,1.05419,0.27977,0.35256,0.27523,0.15335,1.67652,2.48732,1.05561,0.000495291,0.000495291,0.000495291
35,3762.44,1.79707,2.29916,1.03124,0.2655,0.30271,0.25742,0.13406,1.66113,2.40579,1.0466,0.000466997,0.000466997,0.000466997
36,3872.35,1.88722,2.17453,1.05314,0.41542,0.28175,0.27481,0.14688,1.69129,2.49963,1.06685,0.000438703,0.000438703,0.000438703
37,3984.3,1.82652,2.23942,1.04545,0.33643,0.29394,0.21883,0.10615,1.89095,2.7275,1.1531,0.000410409,0.000410409,0.000410409
38,4096.36,1.84668,2.28259,1.05681,0.43056,0.2791,0.27017,0.1315,1.73785,2.42938,1.07829,0.000382115,0.000382115,0.000382115
39,4209.02,1.81751,2.09345,1.03689,0.36989,0.26414,0.27823,0.13916,1.69191,2.32952,1.06788,0.00035382,0.00035382,0.00035382
40,4321.03,1.75944,2.09073,1.02162,0.3402,0.32702,0.30363,0.14724,1.69882,2.34794,1.08035,0.000325526,0.000325526,0.000325526
41,4430.5,1.72872,2.17439,1.02347,0.46072,0.3038,0.33512,0.16218,1.59766,2.2413,1.03803,0.000297232,0.000297232,0.000297232
42,4538.37,1.68056,2.09515,1.02164,0.38861,0.3896,0.29226,0.14582,1.67415,2.47585,1.0446,0.000268938,0.000268938,0.000268938
43,4646.58,1.68106,2.10011,1.04033,0.3935,0.36977,0.32898,0.17399,1.6039,2.22028,1.03089,0.000240644,0.000240644,0.000240644
44,4757.64,1.72405,2.17103,1.0391,0.4372,0.30403,0.32857,0.16678,1.66621,2.1624,1.04909,0.000212349,0.000212349,0.000212349
45,4869.16,1.69451,2.09498,1.01314,0.51071,0.31923,0.30909,0.15312,1.74312,2.27536,1.07799,0.000184055,0.000184055,0.000184055
46,4975.48,1.66532,2.05031,1.01457,0.35439,0.35958,0.32156,0.17322,1.62917,2.26465,1.04614,0.000155761,0.000155761,0.000155761
47,5081.8,1.55467,1.98025,0.98438,0.42796,0.33977,0.32575,0.16384,1.64685,2.27733,1.04589,0.000127467,0.000127467,0.000127467
48,5188.45,1.62048,2.0414,1.00278,0.42176,0.31713,0.32802,0.1502,1.71253,2.33393,1.06195,9.91726e-05,9.91726e-05,9.91726e-05
49,5294.77,1.58781,1.97428,0.99722,0.53464,0.31044,0.32977,0.1579,1.66916,2.32128,1.0511,7.08784e-05,7.08784e-05,7.08784e-05
50,5400.69,1.55037,1.96697,0.99231,0.55061,0.31651,0.3329,0.17183,1.63444,2.29831,1.04133,4.25842e-05,4.25842e-05,4.25842e-05
