epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
20,2194.85,1.87426,2.50074,1.09909,0.22392,0.25549,0.2092,0.08655,1.91607,2.65423,1.17798,0.00089141,0.00089141,0.00089141
21,2301.29,1.99098,2.62671,1.09705,0.31973,0.21108,0.23622,0.1032,1.95163,2.51859,1.16426,0.000863116,0.000863116,0.000863116
22,2408.96,1.92904,2.38206,1.0756,0.33479,0.24909,0.26718,0.13729,1.8508,2.45541,1.13564,0.000834822,0.000834822,0.000834822
23,2515.87,1.97332,2.4763,1.07967,0.27973,0.14209,0.16521,0.05515,2.31375,3.18833,1.23841,0.000806528,0.000806528,0.000806528
24,2622.4,1.92168,2.36353,1.06844,0.5367,0.19285,0.26556,0.13509,1.85638,2.50413,1.17803,0.000778233,0.000778233,0.000778233
25,2729.59,1.91707,2.44679,1.08315,0.31831,0.31198,0.25393,0.13573,1.85331,3.18582,1.18695,0.000749939,0.000749939,0.000749939
26,2836.6,1.87574,2.37167,1.06633,0.25893,0.28366,0.21397,0.08579,2.00689,2.88604,1.17821,0.000721645,0.000721645,0.000721645
27,2943.78,1.90445,2.37901,1.05871,0.2621,0.2209,0.2305,0.09443,1.95,2.6267,1.15746,0.000693351,0.000693351,0.000693351
28,3050.87,1.92446,2.39802,1.07013,0.18011,0.24379,0.16869,0.06927,2.17626,2.84128,1.20743,0.000665057,0.000665057,0.000665057
29,3157.45,1.8561,2.31505,1.05616,0.31107,0.29834,0.29322,0.14749,1.69828,2.26593,1.09437,0.000636762,0.000636762,0.000636762
30,3264.62,1.90333,2.25895,1.06837,0.2254,0.19,0.17306,0.05814,2.19267,3.20109,1.25135,0.000608468,0.000608468,0.000608468
31,3372.05,1.86608,2.31862,1.05065,0.30875,0.324,0.26402,0.12775,1.78698,2.58571,1.09968,0.000580174,0.000580174,0.000580174
32,3478.82,1.78672,2.18721,1.03845,0.36114,0.31344,0.2765,0.10933,1.91356,2.368,1.16528,0.00055188,0.00055188,0.00055188
33,3585.5,1.84807,2.22091,1.03474,0.29871,0.29778,0.26876,0.12713,1.80259,2.50136,1.12305,0.000523586,0.000523586,0.000523586
34,3692.1,1.85248,2.24995,1.05568,0.3347,0.29243,0.30374,0.14951,1.7899,2.24938,1.1445,0.000495291,0.000495291,0.000495291
35,3798.88,1.82267,2.24739,1.04497,0.36168,0.26302,0.29026,0.12444,1.79586,2.30868,1.11656,0.000466997,0.000466997,0.000466997
36,3905.77,1.84321,2.22073,1.0413,0.32997,0.33249,0.32258,0.15927,1.7677,2.46716,1.06485,0.000438703,0.000438703,0.000438703
37,4012.84,1.86407,2.2704,1.03857,0.31153,0.35786,0.26322,0.09617,2.02344,2.77403,1.14703,0.000410409,0.000410409,0.000410409
38,4119.5,1.86782,2.16183,1.06108,0.33941,0.37565,0.29475,0.14512,1.80004,2.48678,1.11152,0.000382115,0.000382115,0.000382115
39,4227.07,1.85784,2.17325,1.04447,0.38218,0.32214,0.30044,0.13044,1.78974,2.34989,1.13682,0.00035382,0.00035382,0.00035382
40,4333.86,1.8426,2.25816,1.04739,0.35432,0.29792,0.30049,0.16048,1.64059,2.23462,1.07378,0.000325526,0.000325526,0.000325526
41,4439.65,1.75298,2.21709,1.04006,0.31047,0.29117,0.29056,0.16155,1.74223,2.28032,1.13409,0.000297232,0.000297232,0.000297232
42,4545.38,1.71704,2.15168,1.04805,0.29492,0.30537,0.27857,0.12896,1.7906,2.4209,1.12032,0.000268938,0.000268938,0.000268938
43,4650.86,1.70406,2.14275,1.01973,0.31996,0.31197,0.28122,0.12787,1.84779,2.39942,1.15391,0.000240644,0.000240644,0.000240644
44,4756.7,1.67768,2.09958,1.0313,0.31877,0.36427,0.29853,0.14246,1.7375,2.29761,1.11057,0.000212349,0.000212349,0.000212349
45,4862.37,1.66657,2.0918,1.01708,0.33999,0.33893,0.30197,0.14696,1.73637,2.24307,1.10208,0.000184055,0.000184055,0.000184055
46,4974.28,1.63796,2.10999,1.01123,0.40416,0.38837,0.31289,0.15807,1.68979,2.35498,1.08501,0.000155761,0.000155761,0.000155761
47,5089.02,1.63215,1.99756,1.01524,0.42733,0.369,0.30955,0.14985,1.74102,2.39213,1.1022,0.000127467,0.000127467,0.000127467
48,5200.79,1.597,1.98356,1.0053,0.43091,0.35955,0.31384,0.14862,1.75427,2.42402,1.09414,9.91726e-05,9.91726e-05,9.91726e-05
49,5704.46,1.5911,1.95796,1.02,0.43649,0.34707,0.31662,0.16793,1.65462,2.3443,1.06592,7.08784e-05,7.08784e-05,7.08784e-05
50,5800.65,1.6462,1.95455,1.00006,0.43148,0.33595,0.31413,0.16981,1.63078,2.32197,1.05867,4.25842e-05,4.25842e-05,4.25842e-05
