epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
18,2441.18,2.07479,2.66733,1.13009,0.40128,0.2442,0.24342,0.12673,1.82115,2.81033,1.17766,0.000947999,0.000947999,0.000947999
19,2573.49,2.05332,2.62558,1.12036,0.2087,0.23189,0.18963,0.08379,2.03082,2.7356,1.22366,0.000919704,0.000919704,0.000919704
20,2704.59,2.02801,2.61338,1.10845,0.26434,0.32957,0.26893,0.137,1.77898,2.46534,1.13506,0.00089141,0.00089141,0.00089141
21,2838.11,1.98679,2.57119,1.10506,0.13392,0.33761,0.12997,0.04622,2.23024,3.43021,1.20673,0.000863116,0.000863116,0.000863116
22,2971.27,2.00267,2.56115,1.10598,0.3441,0.17491,0.19792,0.07674,1.9226,3.08061,1.17664,0.000834822,0.000834822,0.000834822
23,3104.51,2.01039,2.56379,1.08191,0.26478,0.36355,0.25833,0.13481,1.78988,2.53134,1.14339,0.000806528,0.000806528,0.000806528
24,3237.75,2.03583,2.56906,1.09062,0.24949,0.3369,0.23607,0.09553,2.08389,2.63803,1.24339,0.000778233,0.000778233,0.000778233
25,3369.16,2.06971,2.61715,1.11023,0.1579,0.18661,0.12958,0.04112,2.38044,3.14391,1.35224,0.000749939,0.000749939,0.000749939
26,3502.1,1.90978,2.43676,1.07986,0.33517,0.29449,0.27535,0.12598,1.754,2.31213,1.13745,0.000721645,0.000721645,0.000721645
27,3633.88,1.97609,2.4171,1.07545,0.24331,0.14296,0.14495,0.05485,2.34307,3.07333,1.3215,0.000693351,0.000693351,0.000693351
28,3766.78,1.94679,2.57397,1.09491,0.31977,0.30115,0.2721,0.1403,1.83484,2.53797,1.17093,0.000665057,0.000665057,0.000665057
29,3900.31,1.95006,2.49221,1.10463,0.34184,0.30556,0.25431,0.12034,1.84108,2.7138,1.1627,0.000636762,0.000636762,0.000636762
30,4033.64,1.90737,2.44182,1.06839,0.29677,0.42705,0.2539,0.13776,1.69226,2.88824,1.10075,0.000608468,0.000608468,0.000608468
31,4166.75,1.90266,2.35884,1.07812,0.19946,0.27127,0.24746,0.10946,2.02603,2.51748,1.28019,0.000580174,0.000580174,0.000580174
32,4299.2,1.83213,2.25242,1.06299,0.3583,0.28362,0.25131,0.10864,2.02242,2.61735,1.18823,0.00055188,0.00055188,0.00055188
33,4432.89,1.83249,2.36368,1.05859,0.26235,0.32184,0.22716,0.10407,1.89733,2.94564,1.09892,0.000523586,0.000523586,0.000523586
34,4564.62,1.81392,2.27498,1.064,0.35348,0.26868,0.23816,0.12094,1.82354,2.61424,1.12407,0.000495291,0.000495291,0.000495291
35,4696.23,1.87811,2.28107,1.07176,0.29287,0.29874,0.26554,0.12854,1.82618,2.40152,1.14104,0.000466997,0.000466997,0.000466997
36,4827.72,1.87365,2.29869,1.05713,0.29773,0.29487,0.22385,0.11707,1.81565,2.69983,1.10091,0.000438703,0.000438703,0.000438703
37,4958.71,1.88068,2.25781,1.07664,0.35255,0.3719,0.27329,0.14793,1.76813,2.63504,1.10293,0.000410409,0.000410409,0.000410409
38,5089.35,1.81375,2.13837,1.05542,0.29079,0.3374,0.29839,0.13354,1.89795,2.43967,1.17318,0.000382115,0.000382115,0.000382115
39,5216.31,1.78782,2.2689,1.03553,0.36166,0.31159,0.32658,0.17662,1.65362,2.1878,1.08612,0.00035382,0.00035382,0.00035382
40,5342.57,1.84567,2.24688,1.06974,0.31528,0.29803,0.27439,0.14788,1.6351,2.35752,1.06561,0.000325526,0.000325526,0.000325526
41,5467.75,1.77551,2.43219,1.05575,0.33969,0.28989,0.26915,0.15485,1.64603,2.38823,1.08993,0.000297232,0.000297232,0.000297232
42,5592.19,1.697,2.19622,1.05128,0.3464,0.30982,0.27765,0.13328,1.75046,2.50385,1.12309,0.000268938,0.000268938,0.000268938
43,5714.37,1.70161,2.19122,1.04149,0.32654,0.29506,0.27697,0.13302,1.82838,2.56747,1.11509,0.000240644,0.000240644,0.000240644
44,5834.15,1.72092,2.18255,1.04292,0.44935,0.31085,0.30801,0.15851,1.70503,2.35406,1.09351,0.000212349,0.000212349,0.000212349
45,5958.03,1.66378,2.15556,1.02748,0.55799,0.29518,0.34646,0.17237,1.73329,2.28994,1.11671,0.000184055,0.000184055,0.000184055
46,6084.78,1.66857,2.07761,1.0252,0.49646,0.31767,0.36401,0.18153,1.71055,2.3625,1.09302,0.000155761,0.000155761,0.000155761
47,6207.29,1.65499,2.06507,1.02172,0.54693,0.30989,0.35833,0.18609,1.67134,2.38944,1.07246,0.000127467,0.000127467,0.000127467
48,6329.33,1.66651,2.12959,1.02227,0.52538,0.30451,0.35484,0.18971,1.65423,2.32577,1.06957,9.91726e-05,9.91726e-05,9.91726e-05
49,6455.24,1.62006,2.06353,1.004,0.53135,0.32266,0.35592,0.19337,1.64819,2.27814,1.07242,7.08784e-05,7.08784e-05,7.08784e-05
50,6581.3,1.62809,1.95116,1.00317,0.53443,0.31486,0.35923,0.1941,1.65517,2.30279,1.07415,4.25842e-05,4.25842e-05,4.25842e-05
