epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
30,4007.11,1.79779,2.27365,1.07451,0.31272,0.3647,0.29162,0.12182,1.97479,2.67705,1.24559,0.000608468,0.000608468,0.000608468
31,4142.98,1.95289,2.37946,1.08592,0.2134,0.33751,0.24214,0.1295,1.80971,2.7131,1.17392,0.000580174,0.000580174,0.000580174
32,4278.52,1.88969,2.3806,1.07449,0.16743,0.26058,0.19256,0.10315,2.01994,2.54133,1.26956,0.00055188,0.00055188,0.00055188
33,4417.25,1.83364,2.29665,1.08122,0.28533,0.30613,0.22283,0.1158,1.88103,2.61532,1.19636,0.000523586,0.000523586,0.000523586
34,4556.97,1.88859,2.3247,1.09645,0.41263,0.39245,0.31357,0.16163,1.74446,2.41616,1.17736,0.000495291,0.000495291,0.000495291
35,4695.78,1.85338,2.31476,1.07188,0.41393,0.22456,0.26796,0.11968,1.89507,2.58415,1.1956,0.000466997,0.000466997,0.000466997
36,4834.79,1.88957,2.1971,1.08757,0.34933,0.33425,0.27508,0.14674,1.74228,2.49623,1.18609,0.000438703,0.000438703,0.000438703
37,4974.78,1.83923,2.27243,1.06801,0.22766,0.29894,0.20038,0.08523,2.04256,2.94556,1.27996,0.000410409,0.000410409,0.000410409
38,5111.51,1.88854,2.31763,1.08294,0.35421,0.31573,0.28871,0.16307,1.6443,2.20797,1.1402,0.000382115,0.000382115,0.000382115
39,5248.93,1.82859,2.14404,1.05914,0.28961,0.29345,0.26758,0.14089,1.74867,2.36766,1.16602,0.00035382,0.00035382,0.00035382
40,5390.6,1.78822,2.11588,1.05171,0.32731,0.40605,0.31768,0.15863,1.65505,2.46669,1.15544,0.000325526,0.000325526,0.000325526
41,5529.22,1.77251,2.23435,1.06137,0.33974,0.4009,0.32083,0.16049,1.64402,2.32156,1.16727,0.000297232,0.000297232,0.000297232
42,5667.87,1.74819,2.09051,1.08337,0.41294,0.2595,0.28973,0.15814,1.72985,2.2985,1.18807,0.000268938,0.000268938,0.000268938
43,5815.98,1.70475,2.15298,1.07788,0.35316,0.3607,0.30586,0.16208,1.69906,2.30407,1.17875,0.000240644,0.000240644,0.000240644
44,5951.4,1.71353,2.13428,1.07278,0.43477,0.3433,0.32544,0.16082,1.71574,2.32723,1.17716,0.000212349,0.000212349,0.000212349
45,6081.92,1.73651,2.08459,1.05061,0.4195,0.32672,0.3182,0.1406,1.80202,2.38383,1.19082,0.000184055,0.000184055,0.000184055
46,6215.66,1.70679,2.05084,1.04771,0.39389,0.26194,0.28593,0.15098,1.74859,2.55424,1.15921,0.000155761,0.000155761,0.000155761
47,6349.77,1.6029,2.00312,1.02802,0.32593,0.33311,0.28544,0.13532,1.83232,2.67874,1.1855,0.000127467,0.000127467,0.000127467
48,6483.68,1.59985,2.05449,1.03233,0.38247,0.32967,0.30628,0.14852,1.80168,2.45482,1.18503,9.91726e-05,9.91726e-05,9.91726e-05
49,6617.78,1.61549,1.96639,1.0344,0.36515,0.34575,0.31252,0.16347,1.71018,2.30234,1.16,7.08784e-05,7.08784e-05,7.08784e-05
50,6752.27,1.57274,1.93885,1.02523,0.36456,0.36389,0.30998,0.1659,1.69993,2.36648,1.15867,4.25842e-05,4.25842e-05,4.25842e-05
